주식회사 위드레져스포츠,대구광역시 수성구 지범로 196,3층/ 318호,053-629-2226,주식회사 위드레져스포츠 (인천),22717,정상,,79
(주)월드드림랜드,광주광역시 광산구 풍영로 83,우석빌딩,,(주)월드드림랜드,62328,정상,,80
주식회사 청솔기획,대전광역시 대덕구 아리랑로 213,대영상가,,주식회사 청솔기획(전주),55045,정상,,81
파주힐링 캠핑,경기도 파주시 광탄면 보광로 877,파주힐링캠프,,파주힐링 캠핑,10952,정상,,82
주식회사 최게바라 기획사,서울특별시 은평구 진흥로 143,연세빌딩 5층,070-8818-8122,주식회사 최게바라 기획사,3395,정상,,83
주식회사 씨앤비레저산업개발,경기도 용인시 기흥구 용구대로 2398,마북동/ 벽산주상가,031-8055-7128,주식회사 씨앤비레저산업개발,16921,정상,,84
한국해양소년단경남남부연맹,경상남도 통영시 도남로 269-20,해양스포츠센터 1층,055-646-8082,한국해양소년단경남남부연맹,53079,정상,,85
천우엔터테인먼트,경기도 양평군 용문면 광탄문화마을1길 19,-,02-990-5114,천우엔터테인먼트,12513,정상,,86
(주)벌곡랜드 농업회사법인,충청남도 논산시 벌곡면 황룡재로 494,-,,(주)벌곡랜드 농업회사법인,33026,정상,,87
재단법인임실치즈테마파크,전라북도 임실군 성수면 도인2길 50,임실치즈테마파크,,재단법인임실치즈테마파크,55918,정상,,88
주식회사 청솔기획,대전광역시 대덕구 아리랑로 213,대영상가,,주식회사 청솔기획,34356,정상,,89
(주)레가시피앤에스,충청북도 제천시 제2바이오밸리로5길 35,-,,(주)레가시피앤에스,27116,정상,,90
경인일보,경기도 수원시 팔달구 효원로 299,-,,경인일보,16488,정상,,91
(주)연지곤지,충청남도 아산시 남부로 353,동일하이빌아파트,,(주)연지곤지,31579,정상,,92
(주)마이스파트너,서울특별시 동작구 등용로 38,상도동래미안(1차)아파트,,(주)마이스파트너,6937,정상,,93
주식회사 에이투제트이엔티(ATOZENT Co./ Ltd),부산광역시 수영구 광안해변로 155,2층,,주식회사 에이투제트이엔티(ATOZENT Co./ Ltd),48303,정상,,94
동홍동연합청년회,제주특별자치도 서귀포시 중산간동로 7971/ 2층,산지물 물놀이 소매점,064-760-4617,동홍동연합청년회,63585,정상,,95
춘천도시공사-꿈자람물정원,강원도 춘천시 삭주로 3,춘천시청,,춘천도시공사-꿈자람물정원,24264,정상,,96
무안군회산백련지시설사업소,전라남도 무안군 일로읍 백련로 333,회산백련지시설사업소,061-450-5862,무안군회산백련지시설사업소,58571,정상,,97
(주)블루웹,서울특별시 성동구 성수일로8길 5,서울숲 SK V1 TOWER 3층,,(주)블루웹,4793,정상,,98
색달마을회,제주특별자치도 서귀포시 색달로64번길 71,1층 (색달동),064-738-9360,색달마을회,63534,정상,,99
주식회사 케이비에스엔,서울특별시 마포구 매봉산로 45,KBS미디어센터,02-787-3333,주식회사 케이비에스엔,3909,정상,,100
(주)금수건설,인천광역시 미추홀구 석정로228번길 11-34,(도화동),032-821-0080,(주)금수건설,22102,정상,,101
(주)한국교육문화여행사,경기도 고양시 덕양구 호국로 1296,-,031-977-0312,(주)한국교육문화여행사,10566,정상,,102
수 커뮤니케이션즈(이도플래닝),서울특별시 광진구 뚝섬로56길 59,광운빌딩 지하층,,수 커뮤니케이션즈(이도플래닝),5105,정상,,103
소래당,경상북도 경주시 북군길 51,소래당,,소래당,38116,정상,,104
김천시청,경상북도 김천시 시청1길 1,김천시청,054-420-6449,김천시청,39532,정상,,105
(주)경기일보,경기도 수원시 장안구 경수대로973번길 6,경기일보,031-250-3360,(주)경기일보,16303,정상,,106
순천만관리센터,전라남도 순천시 국가정원1호길 47,순천만국제습지센터,061-749-2744,순천만관리센터,58026,정상,,107
(재)김해문화재단,경남 김해시 어방동 993,,055-340-7971,김해가야테마파크,50833,정상,,108
남양주도시공사 유기농테마파크,경기도 남양주시 금곡동 185-10,,031-560-1512,남양주도시공사 유기농테마파크,12278,정상,,109
산지물 물놀이장,서귀포시 중산간동로 7971(동홍동),-,064-760-4716,산지물 물놀이장,63585,정상,,110
(주)신세계,서울특별시 중구 소공로 63,신세계백화점건물,055-272-1604,(주)신세계 센텀시티,48058,정상,,111
현대산업개발(주)아이파크콘도,강원도 고성군 토성면 고성대로 75-16,-,033-635-9300,현대산업개발(주) 아이파크콘도,24768,휴업,,112
남양주시청,경기도 남양주시 금곡동,185-10,031-560-1531,남양주도시공사 남양주청소년수련관,12232,정상,,113
춘천시청,강원도 춘천시 삭주로 3,춘천시청,033-250-3006,춘천시청,24243,정상,,114
부곡로얄관광호텔,경상남도 창녕군 부곡면 온천중앙로 3,로얄관광호텔,,로얄관광호텔,50365,정상,,115
디팡앤롤러타자,경기도 평택시 중앙2로 13,지하1층(평택동),031-651-0870,디팡앤롤러타자,17909,정상,,116
(주)이공이엔티,경기도 고양시 일산서구 송포로391번길 63,-,031-922-2996,이공이엔티,26237,정상,,117
청소년교육문화센터(KGS)토탈스포츠,경상북도 포항시 남구 상공로18번길 37,(다도동),,토탈스포츠,37829,폐업,2018-08-31,118
제천승마랜드,충청북도 제천시 봉양읍 용두대로40길,172-35,043-653-0333,제천승마랜드,27109,정상,,119
부산항만공사,부산광역시 중구 대교로 122,-,051-999-3000,부산항만공사,48751,정상,,120
주식회사 블랙스톤에듀팜리조트,충청북도 증평군 도안면 벼루재길 512-15,블랙스톤에튜듀팜리조트,031-645-9949,주식회사 블랙스톤에듀팜리조트,27900,정상,,121
생태문화사업소,울진군 근남면 친환경엑소포로 25,,054-789-5597,생태문화사업소(엑스포공원사업소),36333,휴업,,122
지에스건설(주),강원도 춘천시 남산면 북한강변길 688,,033-260-2000,엘리시안강촌,24464,휴업,,123
농협중앙회 안성팜랜드분사,경기도 안성시 공도읍 대신두길 28,,,농협중앙회 팜랜드(무빙스토리),17558,정상,,124
(주)슬링샷코리아,인천광역시 중구 월미로242번길 7,,,(주)슬링샷코리아,22303,정상,,125
(주)한빛씨에스,충청남도 천안시 동남구 목천읍 삼방로 95,,041-557-8020,(주)한빛씨에스,31232,정상,,126
장수조이월드,영주시 장수면 총효로 2032번길 46,,054-637-5000,장수조이월드,36146,정상,,127
보령시시설관리공단,충청남도 보령시 대천방조제로 322 (대천동),,041-930-1180,대천해수욕장 스카이 바이크,33489,정상,,128
재단법인 김포시 청소년육성재단,경기도 김포시 걸포로 76 (걸포동),,031-989-6733,김포사계절썰매장,10099,폐업,2019-08-25,129
경주디스코팡팡,경상북도 경주시 계림로 89-1,경주디스코팡팡,,경주디스코팡팡,38154,폐업,2020-04-20,130
재미있는놀이동산,강원도 평창군 대관령면 올림픽로 715,.,,재미있는놀이동산,25352,정상,,131
주식회사 씨씨앤피,부산광역시 해운대구 해운대로 564/ (우동/한솔솔파크2층205호),,051-901-2624,(주)씨씨앤피(롯데 용인기흥),17087,정상,,132
양산시시설관리공단,경상남도 양산시 양산대로 849,양산종합운동장,055-379-8692,양산시시설관리공단,50619,정상,,133
(주)파인리조트,경기도 용인시 처인구 양지면 남평로 112,-,031-329-9512,(주)파인리조트,17164,휴업,,134
(주)뽀로로파크 일산점,경기도 고양시 일산서구 킨텍스로 217-59,제2킨텍스,070-4343-2821,(주)뽀로로파크 일산점,10390,정상,,135
(주)LF 스퀘어 테라스몰 광양점,서울특별시 강남구 논현로 323,MTU빌딩,061-815-4506,(주)LF 스퀘어 테라스몰 광양점,57764,정상,,136
전주한옥레일바이크(주),전라북도 전주시 덕진구 동부대로 420 (우아동1가),,063-273-7788,전주한옥레일바이크(주),55026,휴업,,137
포항랜드,경상북도 포항시 북구 중앙상가1길 6,,,포항랜드,37737,폐업,2018-06-08,138
㈜스마틱스,서울특별시 영등포구 경인로 775,1동 1404호,,㈜스마틱스,7299,폐업,2020-02-24,139
유한회사 디자인프로방스,전라남도 담양군 담양읍 메타프로방스1길 17,-,,유한회사 디자인프로방스,57351,폐업,2020-02-28,140
당항포랜드,경상남도 고성군 회화면 당항리 산 1,-,052-673-1502,고성당항포랜드,52915,휴업,,141
대구광역시 어린이회관,대구광역시 수성구 동대구로 176 (황금동 626),1층,053-803-7930,대구광역시 어린이회관,42110,휴업,,142
(주)수성파크랜드,대구광역시 수성구 용학로 35-3 (상동),,053-767-8401,(주)수성파크랜드,42202,휴업,,143
아이존,경기도 남양주시 진접읍 경복대로바람골길 109-2/가동,,,아이존,4991,휴업,,144
주식회사호반호텔앤리조트,충청남도 태안군 안면읍 꽃지해안로 204,주식회사호반호텔앤리조트,041-330-8056,리솜스파캐슬,32406,휴업,,145
(주) 이이비네트웍스,부산광역시 부산진구 연수로11번길 87,4층(양정동),070-4216-0809,(주)이이비네트웍스,51021,폐업,2019-09-03,146
산청군청동의보감촌관리사업소,경상남도 산청군 산청읍 산엔청로 1,산청군청(한방항노화실),055-970-6622,동의보감촌 숲속수영장,52229,폐업,2019-08-29,147
카니발 랜드,충청북도 진천군 진천읍 농다리로 1434,-,,카니발랜드(봉화),36239,폐업,2019-08-05,148
주식회사 지에이치,충청북도 청주시 서원구 남이면 사동구암로 57,-,,(주)지에이치,2003,폐업,2019-05-27,149
주식회사 지에이치,충청북도 청주시 서원구 남이면 사동구암로 57,-,,(주)지에이치,57222,폐업,2019-10-21,150
안면도쥬라기공원영농조합법인,충청남도 태안군 남면 곰섬로 37-20,,041-674-5660,안면도쥬라기놀이동산,32158,폐업,2018-12-24,151
운소이벤트기획,경기도 화성시 세자로475번길 29,-,,운소이벤트기획,18324,정상,,152
주식회사 밝은누리,대구광역시 수성구 무학로23길 56,301호(두산동),,(주)밝은누리(대구엑스코),41515,정상,,153
(주)소디프비엠티,경기도 파주시 월롱면 도감로 130,-,,소디프비(금강산랜드),10946,휴업,,154
갓바위워터피아온천(주),경상북도 경산시 와촌면 팔공로,237-14,053-852-8800,갓바위워터피아온천(주),38403,정상,,155
크레이지랜드,서울특별시 서대문구 신촌로1길 109(창천동/ B층 111/ 112/ 113-1/ 113-2/ 114-1/ 114-2/ 117/ 118호),,,크레이지랜드,3782,폐업,2019-05-23,156
영프라자,제주시 임항로 17,.,064-723-1021,영프라자,63276,폐업,2019-10-29,157
동의보감촌 사계절 물놀이장,경상남도 산청군 금서면 특리 1300-18,외 3필지,,동의보감촌 사계절물놀이장,52229,폐업,2019-08-29,158
(주)투비컴,부산광역시 사상구 진사로36번길 46/ 104호,,051-911-1924,(주)투비컴,46745,폐업,2019-01-23,159
디팡,경남 창원시 성산구 중앙대로 81 (중앙동/올림픽호텔 지하2층),,,디팡,51522,폐업,2017-09-21,160
진주랜드,경남 진주시 남강로1번길 112-6,(판문동),055-746-4431,진주랜드,52648,폐업,2020-02-26,161
고구려기획,경기도 평택시 중앙1로 42,(통복동 77),,고구려기획,50143,폐업,2019-05-19,162
영주스포츠,경상북도 영주시 대학로240번길 6,-,,영주스포츠,36136,정상,,163
영광청소년수련원,전라남도 영광군 백수읍 백수로 1057,-,,영광청소년수련원,57028,폐업,2019-08-22,164
(주)베란다,부산광역시 해운대구 센텀동로 99,1220호,051-757-4877,여수 팡팡 물놀이 페스티벌,59723,폐업,2018-08-29,165
덕룡산행복마을영농조합법인,전라남도 강진군 도암면 봉황로 617,,061-434-7907,덕룡산행복마을영농조합법인,59250,폐업,2018-07-04,166
곡성레져,전라남도 곡성군 오곡면 오지리 747-8,,,곡성레져,57544,폐업,2018-04-08,167
뉴잉글랜드,전라북도 무주군 설천면 심곡리 산 43-15,,063-322-0702,뉴잉글랜드,55556,폐업,2018-04-23,168
서대산드림리조트(주),충청남도 금산군 추부면 성당로 247,,041-753-2662,서대산드림리조트(주),32710,폐업,2017-10-18,169
(주)유레카커뮤니케이션,대전광역시 서구 둔산로31번길 66/ 603(둔산동/다송빌딩),,042-471-3116,(주)유레카커뮤니케이션,33115,폐업,2018-04-11,170
(주)키즈올랜드,충청남도 천안시 서북구 공원로 195 (불당동/ 펜타포트에이동지하1층),,070-4680-6133,(주)키즈올랜드,31168,폐업,2018-02-28,171
(주)대천리조트,충청남도 보령시 옥마벚길 10 (명천동),-,041-939-3850,대천레일바이크,33482,폐업,2020-01-23,172
(주)다가온커뮤니케이션즈,경기도 성남시 수정구 복정로 5,새한빌딩 201호,031-759-2090,다가온커뮤니케이션즈,24624,폐업,2018-08-01,173
낙산랜드,강원도 양양군 강현면 일출로 42/ 30-5,,,낙산랜드,25009,폐업,2018-01-10,174
모둘자리,강원도 홍천군 서석면 검산길 147-19,-,031-8013-0011,모둘자리,25167,폐업,2019-08-17,175
영농조합법인 쉬리마을추진위원회,강원도 철원군 김화읍 김화로 646-18/ 1층,,033-458-7200,쉬리마을 농어촌 관광 휴양단지 물놀이장,24055,폐업,2019-09-23,176
(주)대명레저산업 양평지점,경기도 양평군 개군면 신내길7번길 55,대명양평콘도미니엄,031-770-7501,양평대명리조트,12566,폐업,2019-09-06,177
(주)케이티스포츠,경기도 수원시 장안구 경수대로 893,수원종합운동장(수원시체육회관),,(주)케이티스포츠,16308,폐업,2019-08-17,178
경기도평생교육진흥원 파주지점,경기도 수원시 장안구 경수대로 1150/ 13층 (파장동/ 경기도인재개발원),,031-956-2110,경기도평생교육진흥원 파주지점,16207,폐업,2019-06-03,179
화정디스코팡팡,경기도 고양시 덕양구 화신로272번길 38,,,화정디스코팡팡,10500,폐업,2019-04-26,180
(주)로쿠인터내셔널 롯데이천점,경기도 이천시 호법면 프리미엄아울렛로 177-74/ 1/3층(롯데 백화점아울렛 이천점),,02-6080-0277,(주)로쿠인터내셔널 롯데이천점,17384,폐업,2018-08-16,181
(주)여주리버스산업,경기도 여주시 강변유원지길 105(연양동 304-8),,031-886-1852,(주)여주리버스산업,12634,폐업,2018-01-30,182
(주)제이와이디,경기도 용인시 처인구 이동읍 서리로 136-8,,1577-1898,티놀자 마장 휴게점,17127,폐업,2017-10-17,183
주식회사 이천설봉온천,경기도 이천시 애련정로 67-16,(주)이천설봉온천,031-631-0554,설봉온천,17372,폐업,2018-09-30,184
자수정랜드(주),부산광역시 사상구 학감대로163번길 21 (학장동),,,자수정랜드(주),44953,폐업,2019-06-30,185
산들바다,인천광역시 강화군 화도면 해안남로1502번길 21-34,,,산들바다,23062,폐업,2019-07-18,186
플레이존,대구광역시 중구 동성로2길 21-5 (봉산동/외1필지제4층401호),,,플레이존,41942,폐업,2019-09-02,187
야시디팡,대구광역시 중구 동성로2길 9,-,,야시디팡,41942,폐업,2019-07-18,188
(주)예음기획,대구광역시 수성구 명덕로 477/104-707 (범어동/ 범어쌍용예가아파트),,,(주)예음기획,42116,폐업,2018-07-27,189
일성랜드,동래구 우장춘로 155,,051-558-4196,일성랜드,47700,폐업,2019-07-01,190
광안비치랜드,해운대구 APEC로 30/ 3층,,051-759-8986,광안비치랜드,48283,폐업,2019-10-05,191
시스타,북구 덕천동 763,,051-333-3238,시스타,46500,폐업,2019-08-10,192
협동조합디딤돌,부산광역시 사하구 장림로 314,-,051-264-0028,다대포워터파크,49506,폐업,2017-08-31,193
청운개발,경기도 용인시 처인구 원삼면 가재월로69번길 12,,,청운개발,25139,폐업,2017-01-31,194
곡성군청,전라남도 곡성군 오곡면 기차마을로 232,-,061-360-8644,곡성 섬진강기차마을 4D영상관,57544,폐업,2017-12-04,195
디스코팡팡,인천광역시 남동구 성말로 9 (구월동/ 이노프라자112호~114호),,032-427-1071,디스코팡팡,21573,폐업,2017-11-14,196
디스코팡야,경기도 평택시 중앙2로 13/ 지하1층 102호 (평택동/ 세덤스카이),,,디스코팡야,17909,폐업,2018-09-10,197
(주)아이캔컴퍼니,경기도 수원시 영통구 권선로882번길 71-21,4층,031-225-0139,(주)아이캔컴퍼니,18554,폐업,2018-06-04,198
고구려기획,경기도 평택시 중앙1로 42,(통복동 77),,고구려기획(대전),35204,정상,,199
판타지이동랜드,충청남도 논산시 해월로259번길 14,조흥로즈빌 105동 1005호,,판타지이동랜드(동해),25700,폐업,2010-07-09,200
대구시설공단,대구광역시 남구 대명로 29 (대명동),,053-476-9912,생활체육공원,41955,폐업,2017-08-21,201
웰빙환경,울산광역시 울주군 온양읍 온양로 86-1,럭키아파트,052-238-3895,웰빙환경,45013,폐업,2018-08-19,202
옥천면 물축제 추진위원회,경기도 양평군 옥천면 옥천길 21,옥천면사무소,031-774-8155,옥천면 물축제 추진위원회,12508,폐업,,203
안산도시공사,경기도 안산시 단원구 적금로 202,,031-8085-7481,안산호수공원 야외수영장,15335,정상,,204
민규랜드,강원도 정선군 여량면 노추산로 745,-,,민규랜드,26104,정상,,205
원코리아 클럽,강원도 춘천시 남산면 방하로 579,-,,원코리아 클럽,24464,휴업,,206
(주)양평레일바이크,경기도 양평군 용문면 용문로 277,,031-775-9911,(주)양평레일바이크,12518,휴업,,207
주식회사 제이투비,부산광역시 해운대구 APEC로 55/ 5디,,070-4801-4180,(주)제이투비(킨텍스2전시장2층 10홀),10390,폐업,,208
주식회사 제이투비,부산광역시 해운대구 APEC로 55/ 5디,,070-4801-4180,(주)제이투비 제2킨텍스 2층 9홀,10390,폐업,,209
㈜알앤알스포츠,세종특별자치시 한누리대로 2130,세종시청,,㈜알앤알스포츠,30151,정상,,210
순창장류사업소,전라남도 곡성군 오곡면 오지리 748-5,.,063-650-5455,순창장류사업소,57544,정상,,211
EJ레포츠,강원도 원주시 지정면 오크밸리2길 1016,.,,EJ레포츠,26357,정상,,212
미래렌탈,강원도 화천군 화천읍 산천어길 137,.,,미래렌탈,24114,정상,,213
디자인프로방스 담양메타삼지점,전라남도 담양군 담양읍 학동리 539-3,.,,디자인프로방스 담양메타삼지점,59004,정상,,214
라온레저개발(주),제주특별자치도 제주시 한경면 용금로 998,.,,라온레저개발(주),63005,정상,,215
(주)엘리고,경기도 양평군 개군면 신내길7번길 56,.,031-773-8206,(주)엘리고,12566,정상,,216
디스코팡팡,경기도 부천시 부천로 11,1층 디스코팡팡,,디스코팡팡,14637,정상,,217
(주)경남신문사,경상남도 창원시 의창구 중앙대로210번길 3,(주)경남신문사,055-210-6103,(주)경남신문사,51439,정상,,218
(주)호박덩쿨 하동레일바이크,경상남도 하동군 북천면 경서대로 2446-6,-,055-880-2374,(주)호박덩쿨 하동레일바이크,52318,정상,,219
하동군청,경상남도 하동군 하동읍 군청로 23,,055-880-2488,하동 레일파크,52318,정상,,220
